lat,lon,lookup_elevation_m
33.99,-91.359,51.5
33.994,-95.256,146.65
33.997,-96.638,211.75
34.001,-96.569,200.42
34.003,-95.402,140.36
34.007,-80.828,86.97
34.015,-96.563,190.35
34.019,-96.656,199.27
34.02,-95.408,136.16
34.02,-87.26,157.19
34.026,-83.075,161.49
34.027,-97.05,234.9
34.032,-91.266,52.09
34.039,-79.79,26.45
34.041,-93.676,104.2
34.042,-86.022,214.89
34.045,-77.904,8.23
34.047,-88.94,114.65
34.049,-118.933,8.56
34.049,-95.379,136.34
34.053,-97.09,235.11
34.063,-97.055,235.51
34.071,-119.013,4.21
34.079,-97.094,227.91
34.081,-86.948,174.46
34.082,-119.033,1.66
34.085,-81.404,108.9
34.086,-117.794,341.38
34.087,-97.051,232.12
34.09,-84.721,261.49
34.09,-84.713,257.3
34.092,-97.1,232.05
34.092,-97.097,231.21
34.097,-118.714,168.27
34.098,-84.716,268.91
34.1,-119.104,4.86
34.1,-94.388,149.14
34.1,-87.32,165.88
34.101,-84.683,266.1
34.102,-80.911,116.23
34.103,-94.4,141.59
34.105,-84.683,274.45
34.108,-97.111,243.61
34.108,-82.616,172.82
34.109,-82.362,165.7
34.113,-99.743,443.82
34.113,-95.091,140.11
34.115,-84.693,265.57
34.119,-87.297,161.05
34.12,-97.089,242.75
34.121,-84.619,262.6
34.126,-89.843,84.43
34.132,-89.888,88.58
34.136,-89.903,81.67
34.137,-94.688,133.75
34.137,-89.839,75.74
34.137,-89.798,79.21
34.14,-94.094,147.74
34.143,-89.762,86.98
34.145,-93.712,129.75
34.148,-84.713,277.52
34.151,-84.617,264.74
34.155,-94.102,177.9
34.157,-93.735,201.02
34.162,-119.221,2.43
34.162,-89.854,86.58
34.165,-91.737,58.83
34.166,-89.823,100.34
34.166,-84.014,341.04
34.167,-89.896,97.56
34.169,-93.729,171.9
34.171,-113.843,393.29
34.171,-95.123,161.67
34.172,-84.72,271.49
34.173,-119.207,5.33
34.175,-93.669,174.54
34.177,-94.741,195.17
34.178,-89.736,88.88
34.179,-95.105,139.51
34.179,-93.731,179.07
34.18,-84.077,326.3
34.181,-84.689,263.13
34.181,-82.767,182.02
34.184,-83.97,334.79
34.187,-93.707,178.12
34.188,-114.571,282.37
34.191,-84.585,276.49
34.192,-84.722,272.16
34.195,-81.951,148.54
34.196,-94.093,196.46
34.197,-95.483,129.46
34.198,-85.256,180.61
34.203,-84.679,275.88
34.204,-80.175,59.86
34.209,-93.759,167.63
34.21,-84.087,333.87
34.21,-84.037,338.29
34.212,-91.836,57.74
34.214,-114.215,118.41
34.215,-95.124,136.22
34.215,-94.235,177.69
34.222,-94.243,161.39
34.222,-83.949,333.15
34.226,-114.2,120.86
34.227,-119.257,4.65
34.227,-114.193,112.49
34.227,-93.126,154.72
34.229,-88.62,117.29
34.231,-113.579,372.58
34.231,-98.047,277.09
34.232,-94.248,152.57
34.233,-96.683,194.49
34.233,-93.74,181.04
34.233,-93.696,170.78
34.236,-93.759,173.01
34.236,-89.021,138.27
34.237,-93.668,171.83
34.239,-97.453,271.27
34.239,-93.825,174.33
34.239,-93.205,124.12
34.245,-93.801,185.67
34.247,-93.146,121.92
34.248,-84.048,353.89
34.25,-98.035,294.16
34.254,-114.161,130.99
34.254,-114.141,121.45
34.256,-93.185,121.92
34.256,-91.985,61.98
34.259,-93.245,146.36
34.26,-88.887,119.02
34.26,-88.678,95.9
34.261,-98.087,298.42
34.27,-93.181,126.18
34.274,-93.192,146.87
34.282,-119.319,2.44
34.282,-93.29,128.17
34.287,-93.27,125.89
34.288,-83.904,349.29
34.289,-118.819,205.95
34.29,-88.416,92.13
34.291,-98.108,302.79
34.295,-92.099,76.16
34.298,-87.272,191.41
34.299,-108.134,2372.6
34.299,-83.159,207.07
34.305,-95.871,203.23
34.312,-83.929,354.72
34.318,-119.387,1.84
34.318,-94.223,256.47
34.321,-96.312,177.62
34.322,-94.236,198.34
34.323,-118.71,419.65
34.329,-79.284,26.36
34.333,-119.403,5.51
34.335,-83.963,335.45
34.338,-119.412,3
34.338,-87.346,289.4
34.339,-83.952,335.54
34.344,-82.842,202.57
34.353,-83.808,337.32
34.354,-114.171,157.97
34.356,-119.314,88.35
34.366,-97.286,302.45
34.37,-94.024,374.55
34.373,-93.879,274.29
34.377,-82.911,220.95
34.382,-87.966,195.91
34.382,-86.284,181.38
34.383,-80.729,82.61
34.389,-88.672,108.62
34.39,-79.003,30.98
34.391,-94.013,411.69
34.392,-119.521,7.32
34.392,-87.987,216.82
34.401,-89.792,69.11
34.401,-86.203,190.41
34.408,-118.948,161.24
34.409,-89.804,64.88
34.41,-119.083,233.58
34.412,-89.811,66.16
34.416,-119.338,185.01
34.417,-87.907,226.73
34.417,-82.867,212.63
34.419,-89.813,92.64
34.419,-89.81,89.47
34.421,-89.732,98.78
34.421,-82.817,208.19
34.423,-114.224,308.75
34.427,-87.924,218.33
34.429,-97.144,286.58
34.429,-89.702,88
34.431,-80.87,76.33
34.432,-100.203,564.88
34.433,-96.994,278.52
34.436,-119.202,388.72
34.437,-92.919,102.96
34.438,-89.348,125.01
34.44,-85.337,212.32
34.441,-82.822,200.38
34.447,-97.05,307.27
34.447,-82.823,209.42
34.448,-87.966,195.75
34.448,-81.707,166.16
34.454,-89.759,97.86
34.461,-97.02,283.27
34.462,-120.022,25.34
34.462,-92.114,71.52
34.463,-120.072,9.11
34.471,-82.967,231.82
34.472,-120.229,12.53
34.472,-86.051,273.84
34.474,-118.761,335.58
34.479,-93.639,292.6
34.493,-83.028,220.91
34.494,-83.495,336.06
34.496,-89.575,85.47
34.498,-96.986,283.74
34.501,-96.961,298.57
34.501,-85.618,447.68
34.502,-83.082,222.08
34.505,-96.968,289.9
34.506,-118.606,368.62
34.506,-89.659,85.3
34.511,-120.5,14.32
34.516,-98.89,371.23
34.516,-85.073,267.66
34.517,-93.383,218.12
34.519,-87.918,184.75
34.525,-93.036,166.58
34.53,-118.758,360.67
34.531,-84.759,228.5
34.532,-89.485,83.56
34.535,-93.08,171.56
34.54,-119.8,322.03
34.54,-95.306,226.34
34.542,-119.811,279.97
34.542,-93.357,183.91
34.543,-119.822,291.93
34.547,-93.489,193.53
34.55,-93.511,177.78
34.55,-89.581,104.67
34.556,-119.771,356.33
34.557,-115.781,204.88
34.562,-79.928,75.75
34.568,-93.192,130.71
34.569,-93.47,187.79
34.569,-88.328,134.39
34.572,-86.23,196.83
34.572,-77.268,2.01
34.574,-86.938,172.03
34.575,-86.558,171.18
34.576,-119.958,244.36
34.577,-85.807,403.93
34.58,-93.263,190.78
34.582,-93.443,176.81
34.586,-86.083,189.04
34.586,-85.083,273.23
34.587,-97.851,362.16
34.588,-86.684,172.54
34.589,-88.34,141.12
34.59,-80.127,77.13
34.593,-82.892,204.03
34.594,-83.358,267.95
34.597,-97.678,340.99
34.6,-90.613,83.39
34.601,-82.871,204.44
34.603,-84.624,364.52
34.606,-93.414,183.44
34.608,-93.831,230.92
34.61,-93.168,216.38
34.61,-84.622,354.6
34.612,-93.697,205.91
34.613,-93.342,182.05
34.614,-88.193,159.84
34.617,-93.338,197.47
34.622,-87.797,231.8
34.623,-117.542,879.66
34.626,-119.113,1537.04
34.626,-93.541,180.82
34.627,-93.66,194.84
34.627,-84.641,348.85
34.628,-82.848,228.25
34.63,-93.473,182.89
34.632,-81.737,176.36
34.637,-93.383,185.34
34.638,-79.911,46.14
34.639,-86.017,187.53
34.64,-93.625,191.27
34.643,-95.445,198.81
34.644,-93.633,217.61
34.65,-120.435,27.15
34.65,-93.531,186.4
34.65,-84.6,371.27
34.653,-99.29,411.81
34.662,-88.572,152.17
34.663,-93.286,177.89
34.665,-89.462,126.96
34.667,-93.229,184.99
34.671,-95.323,193.07
34.672,-77.139,4.29
34.68,-83.343,254.04
34.681,-83.145,238.24
34.684,-98.404,346
34.684,-81.249,138.16
34.685,-93.812,287.3
34.686,-93.373,176.27
34.687,-94.735,252.88
34.692,-77.082,1.12
34.693,-91.314,53.29
34.693,-86.64,194.55
34.699,-78.604,23.68
34.7,-87.158,171.54
34.701,-92.138,71.55
34.701,-81.452,106.29
34.705,-90.688,80.37
34.711,-90.697,76.18
34.714,-114.435,246.23
34.715,-90.696,82.61
34.715,-82.962,243.95
34.72,-98.515,424.78
34.721,-120.552,125.25
34.726,-120.511,71.74
34.727,-114.514,146.82
34.73,-90.105,76.74
34.731,-93.996,264.54
34.731,-89.34,118.19
34.738,-90.075,75.97
34.746,-98.969,436.57
34.751,-98.487,415.77
34.752,-92.262,76.19
34.753,-97.928,390.17
34.759,-97.055,307.12
34.761,-93.073,291.25
34.766,-76.755,4.97
34.77,-97.207,274.73
34.771,-90.115,68.73
34.774,-90.113,69.74
34.777,-98.531,411.91
34.779,-90.099,73.72
34.78,-94.694,229.9
34.783,-94.952,322.47
34.784,-87.681,127.81
34.788,-87.63,167.22
34.793,-87.38,174.18
34.796,-88.952,164.77
34.797,-92.314,85.78
34.798,-82.929,257.33
34.803,-120.515,130.31
34.809,-87.629,172.9
34.823,-117.923,701.14
34.826,-98.371,381.37
34.831,-92.438,83.34
34.831,-92.285,157.5
34.833,-98.343,375.47
34.839,-95.865,220.19
34.843,-80.81,155.04
34.844,-80.686,189.02
34.852,-82.891,244.58
34.853,-85.832,182.51
34.854,-88.085,143.34
34.868,-92.82,200.77
34.87,-94.269,242.49
34.874,-93.687,138.72
34.879,-95.334,232.81
34.892,-81.871,219.25
34.895,-86.442,235.63
34.899,-92.163,107.72
34.9,-120.141,292.27
34.9,-76.91,7.09
34.903,-79.353,67.23
34.91,-88.549,131.03
34.925,-82.365,319.44
34.931,-88.167,138.13
34.931,-82.887,322.74
34.936,-94.775,153.61
34.941,-120.445,65.38
34.941,-94.714,141.97
34.943,-94.746,159.22
34.944,-94.723,160.47
34.951,-93.158,107.71
34.952,-82.951,324.44
34.957,-120.098,435.56
34.957,-93.165,114.51
34.962,-93.239,116.51
34.963,-93.185,118.77
34.981,-77.799,28.5
34.982,-84.639,293.49
34.982,-76.949,8.24
34.985,-95.357,222.59
34.986,-97.377,331
35,-76.977,7.67
35.008,-85.609,202.68
35.014,-95.599,178.42
35.016,-93.863,220.77
35.017,-84.467,448.38
35.021,-120.115,433.65
35.023,-82.705,354.85
35.024,-96.363,245.81
35.025,-81.044,175.02
35.028,-84.603,353.5
35.031,-85.561,194.79
35.033,-95.814,192.24
35.035,-93.845,208.4
35.038,-116.384,432.48
35.055,-88.24,135.94
35.06,-88.181,132.33
35.062,-88.72,152.92
35.064,-90.118,78.65
35.067,-88.26,119.45
35.073,-98.261,361.1
35.076,-84.485,349.21
35.078,-92.544,81.81
35.092,-82.482,352.97
35.093,-120.617,6.82
35.101,-93.653,131.34
35.101,-81.023,202.99
35.106,-120.627,2.72
35.107,-93.658,134.06
35.108,-120.623,9.17
35.115,-92.951,273.03
35.116,-114.64,153.69
35.117,-84.575,259.67
35.124,-92.785,90.62
35.127,-89.801,83.88
35.128,-92.787,86.9
35.133,-120.635,7.15
35.134,-75.906,1.27
35.136,-78.922,69.43
35.14,-93.916,143.2
35.145,-92.772,88.67
35.147,-98.129,367.85
35.149,-81.335,252.64
35.15,-93.425,162.45
35.155,-93.807,146.2
35.16,-84.468,290.96
35.163,-95.635,186.58
35.165,-98.475,418.8
35.168,-85.112,214.28
35.169,-93.012,101.25
35.171,-90.727,122.43
35.174,-98.44,419.82
35.175,-98.473,412.67
35.177,-98.476,409.5
35.179,-85.153,221.01
35.18,-98.446,414.15
35.183,-114.563,177.17
35.183,-96.522,256.92
35.19,-120.457,197.18
35.195,-114.575,168.87
35.202,-97.239,348.1
35.209,-96.555,272.68
35.215,-95.603,181.32
35.219,-93.247,403.29
35.222,-114.564,203.9
35.222,-86.253,292.92
35.223,-93.622,323.42
35.229,-119.261,90.8
35.229,-84.548,232.91
35.23,-95.098,209.09
35.232,-97.248,326.64
35.234,-84.549,217.63
35.234,-77.899,40.43
35.237,-75.598,2.27
35.239,-75.544,2.12
35.242,-85.073,219.45
35.243,-95.491,183.59
35.247,-93.173,99.94
35.247,-93.157,100.93
35.249,-93.213,109.91
35.258,-95.702,190.38
35.261,-77.587,8.37
35.263,-87.362,278.89
35.275,-120.881,37.68
35.278,-81.462,233.15
35.281,-92.285,147.26
35.286,-94.049,148.47
35.288,-95.391,178.42
35.289,-97.827,395.84
35.297,-98.987,465.81
35.297,-93.275,107.95
35.3,-95.372,198.22
35.303,-85.086,237.53
35.309,-93.43,112.3
35.311,-80.044,167.33
35.312,-94.306,142.28
35.321,-94.827,150.37
35.323,-120.738,74.36
35.324,-120.493,427.35
35.324,-86.068,305.56
35.325,-94.787,149.43
35.328,-89.866,81.27
35.333,-120.841,0
35.338,-120.71,145.88
35.34,-95.541,186.8
35.341,-93.435,106.77
35.343,-94.298,134.19
35.345,-90.045,107.1
35.346,-96.938,331.08
35.347,-97.059,332.2
35.358,-95.391,178.42
35.36,-77.967,30.57
35.362,-94.824,146.86
35.367,-89.853,102.69
35.367,-77.437,5.41
35.371,-80.105,158.67
35.372,-85.069,215.01
35.388,-93.503,105.45
35.394,-88.772,181
35.398,-93.317,115.14
35.399,-95.587,190.86
35.401,-93.833,149.46
35.403,-80.086,139.88
35.407,-97.399,382.49
35.407,-95.979,252.93
35.411,-97.114,338.05
35.419,-84.089,446.19
35.424,-120.741,315.36
35.424,-93.479,102.72
35.428,-120.883,5.37
35.428,-79.994,134.07
35.429,-80.02,109.64
35.437,-94.167,116.02
35.439,-80.072,178.04
35.44,-79.958,251.56
35.444,-94.071,117.34
35.446,-118.92,150.53
35.447,-94.379,123.46
35.447,-84.112,342.03
35.448,-80.076,173.41
35.455,-86.222,268.5
35.463,-93.946,194.27
35.468,-93.822,121.17
35.474,-86.227,270.23
35.477,-92.156,150.42
35.479,-76.897,5
35.486,-94.063,124.92
35.49,-92.808,271
35.491,-114.688,206.59
35.493,-96.937,282.09
35.494,-86.102,308.26
35.501,-95.665,183.52
35.501,-92.076,160.81
35.511,-91.994,91.25
35.512,-87.461,281.6
35.518,-96.321,250.71
35.522,-96.724,273
35.523,-95.122,148.79
35.523,-95.097,146.58
35.523,-84.231,247.97
35.524,-92.944,200.04
35.527,-92.009,152.98
35.534,-90.688,109.63
35.536,-92.382,172.08
35.538,-92.018,157.49
35.54,-92.151,155.2
35.542,-94.817,207.36
35.543,-92.272,155.35
35.549,-93.159,168.66
35.555,-92.076,150.33
35.563,-92.198,153.8
35.564,-84.191,248.89
35.568,-93.641,215.32
35.571,-92.295,156.55
35.576,-95.181,159.77
35.582,-92.218,155.62
35.583,-121.121,16.93
35.584,-92.177,173.58
35.59,-86.695,203.24
35.597,-81.61,376.13
35.599,-95.267,152.59
35.603,-96.077,216.52
35.607,-95.185,160.05
35.608,-95.034,224.67
35.61,-96.074,225.14
35.61,-92.15,160.3
35.611,-83.934,337.8
35.614,-88.041,113.22
35.616,-95.066,222.46
35.619,-96.069,223.12
35.624,-95.171,214.06
35.626,-89.854,122.57
35.632,-80.354,213.02
35.635,-94.977,206.17
35.637,-91.316,67.05
35.641,-93.96,209.88
35.648,-94.973,195.23
35.649,-94.159,230.92
35.652,-117.668,689.57
35.653,-97.379,323.9
35.66,-84.756,243.22
35.667,-88.015,113.53
35.668,-80.944,260.98
35.669,-84.236,259.83
35.674,-93.633,277.17
35.676,-95.207,179.12
35.677,-93.255,244.42
35.682,-93.786,232.44
35.683,-94.96,211.55
35.693,-84.708,237.01
35.707,-94.96,201.43
35.724,-94.968,195.72
35.724,-79.016,79.15
35.731,-96.939,280.52
35.732,-81.907,392.04
35.743,-78.993,74.12
35.747,-94.937,243.07
35.749,-94.922,207.08
35.749,-79.038,71.33
35.751,-94.903,199.2
35.759,-120.885,252.13
35.763,-94.908,201.67
35.771,-84.216,257.82
35.777,-120.719,189.93
35.777,-90.7,116.01
35.782,-94.25,309.81
35.794,-88.266,193.22
35.796,-76.421,3.08
35.797,-92.934,321.78
35.798,-94.893,197.87
35.799,-96.606,265.37
35.799,-75.544,1.82
35.802,-97.463,308.46
35.807,-85.65,267.29
35.814,-120.935,260.77
35.816,-97.443,303.06
35.827,-84.099,253.32
35.828,-84.526,239.99
35.832,-94.626,336.29
35.842,-78.744,72.48
35.865,-95.384,157.13
35.865,-95.23,154.74
35.868,-119.386,64.78
35.87,-116.233,426.38
35.87,-114.66,202.54
35.879,-95.273,172.01
35.881,-120.991,253.58
35.881,-84.298,268.87
35.909,-95.265,178.67
35.918,-121.467,55.09
35.931,-95.282,177.92
35.932,-98.429,444.72
35.945,-96.307,240.31
35.946,-95.487,159.1
35.947,-83.534,315.61
35.949,-79.736,225.61
35.952,-96.291,246.76
35.955,-83.552,298.16
35.956,-96.307,239.32
35.957,-83.536,316.58
35.962,-121.186,288.42
35.972,-90.716,126.64
35.974,-92.177,190.3
35.975,-85.703,297.75
35.984,-93.042,235.23
35.987,-92.761,192.37
35.99,-121.496,47.93
35.994,-92.212,151.56
36.002,-93.388,358.1
36.005,-78.727,103.05
36.007,-83.415,304.65
36.007,-81.616,400.81
36.007,-80.004,266.45
36.01,-121.518,21.07
36.013,-78.657,111.62
36.014,-80.412,218.4
36.019,-92.249,168.76
36.022,-85.821,227.13
36.032,-114.325,399.13
36.034,-95.316,172.42
36.035,-114.799,389.34
36.036,-96.152,221.75
36.039,-93.336,297.69
36.043,-95.335,176.59
36.044,-90.664,108.9
36.046,-95.327,179.46
36.049,-85.752,312.73
36.053,-86.512,163.79
36.054,-93.189,270.04
36.059,-95.536,163.58
36.063,-93.16,260.03
36.068,-118.922,202.97
36.068,-91.153,92.33
36.069,-95.559,164.9
36.07,-84.666,299.69
36.073,-92.557,162.8
36.077,-85.864,242.23
36.079,-85.854,203.53
36.08,-118.901,210.93
36.08,-85.832,253.47
36.088,-82.848,412.94
36.089,-87.978,134.01
36.092,-94.37,348.76
36.094,-86.336,207.73
36.096,-87.286,194.82
36.103,-81.311,374.24
36.105,-86.603,160.4
36.11,-81.294,342.66
36.118,-96.687,279.21
36.12,-81.245,330.62
36.121,-114.783,366.78
36.123,-84.509,430.23
36.125,-97.21,299.87
36.125,-92.548,137.4
36.127,-114.798,366.8
36.128,-114.872,382.47
36.13,-81.27,347.21
36.131,-114.837,380.72
36.131,-96.322,229.16
36.133,-114.822,378.82
36.134,-86.57,158.38
36.138,-114.728,376.69
36.138,-96.265,259.4
36.14,-86.595,174.12
36.151,-96.248,207.06
36.152,-96.391,226.25
36.155,-93.733,426.26
36.155,-83.516,346.53
36.156,-91.057,87.89
36.17,-97.188,298.71
36.176,-94.67,332.99
36.183,-97.177,298.07
36.186,-95.27,181.24
36.187,-96.29,231.05
36.198,-96.258,228.67
36.204,-83.405,362.34
36.207,-121.153,86.66
36.21,-82.657,426.87
36.212,-83.461,338.98
36.219,-94.016,369.28
36.231,-96.364,242.95
36.235,-121.483,269.18
36.239,-84.134,387.74
36.241,-94.031,347.7
36.243,-83.928,318.58
36.247,-86.569,150.37
36.249,-121.783,72.2
36.249,-96.281,236.43
36.254,-90.971,79.53
36.255,-92.242,190.37
36.256,-77.888,52.03
36.257,-90.285,83.14
36.262,-119.899,68.5
36.262,-83.276,349.84
36.266,-97.276,325.89
36.267,-83.969,313.37
36.269,-92.194,199.62
36.27,-76.18,1.74
36.277,-86.513,140.29
36.279,-96.434,229.78
36.283,-121.833,69.59
36.284,-87.145,119.34
36.287,-94.024,358.36
36.288,-92.267,238.02
36.288,-84.03,326.28
36.295,-92.175,183.67
36.295,-79.683,224.73
36.299,-85.91,158.67
36.301,-95.184,192.64
36.304,-86.515,141.88
36.309,-114.437,400.7
36.309,-84.211,315.53
36.314,-91.483,108.21
36.315,-95.631,190.18
36.322,-85.789,167.66
36.324,-96.103,268.13
36.342,-93.934,348.17
36.344,-80.466,389.55
36.354,-92.241,185.75
36.354,-89.413,86.02
36.355,-94.053,353.54
36.356,-92.591,152.24
36.36,-93.564,361.21
36.371,-96.797,268.8
36.372,-92.233,177.39
36.373,-92.549,233.16
36.377,-92.259,202.41
36.378,-86.355,169.61
36.382,-92.596,213.67
36.386,-92.237,177.38
36.387,-95.055,195.22
36.39,-92.565,224
36.391,-118.956,214.56
36.392,-93.878,394.17
36.394,-96.234,232.36
36.397,-93.903,349.16
36.406,-96.426,269.97
36.406,-92.32,186.78
36.407,-98.442,387.81
36.41,-93.896,360.3
36.413,-78.398,96.12
36.418,-96.219,226.35
36.419,-95.662,216.91
36.419,-93.848,363.21
36.421,-92.221,197.94
36.422,-95.683,180.46
36.422,-93.891,392.12
36.43,-76.684,2.58
36.432,-95.681,211.92
36.432,-78.376,95.84
36.433,-93.848,341.76
36.435,-93.76,325.02
36.438,-92.647,218.5
36.438,-88.086,115.52
36.444,-92.628,216.19
36.454,-95.593,204.21
36.459,-116.853,-4.18
36.459,-95.617,199.11
36.459,-78.365,103.8
36.46,-116.863,-48.58
36.463,-116.869,-60.71
36.473,-92.922,207.77
36.474,-93.767,280.78
36.475,-93.008,207.13
36.476,-85.413,274.86
36.483,-95.013,247.4
36.483,-93.301,279.01
36.484,-93.287,364.62
36.487,-88.036,116.74
36.487,-88.035,117.65
36.488,-92.794,219.33
36.49,-92.796,206.55
36.49,-92.773,203.93
36.491,-92.774,225.07
36.499,-121.141,341.61
36.499,-82.487,407.64
36.51,-92.604,245.02
36.511,-78.371,99.22
36.518,-95.566,199.85
36.518,-88.025,115.21
36.52,-93.304,300.78
36.522,-96.166,256.25
36.527,-78.316,103.23
36.528,-95.562,196.69
36.529,-93.729,300.1
36.53,-98.88,439.12
36.53,-85.17,201.17
36.534,-78.345,95.34
36.538,-96.172,260.15
36.541,-85.462,167.33
36.541,-78.318,98.98
36.547,-85.212,207.87
36.553,-93.108,301.2
36.555,-89.411,90.04
36.557,-87.904,124.84
36.558,-93.678,284.12
36.56,-93.323,287.35
36.561,-93.592,311.4
36.566,-93.677,281.93
36.566,-93.391,312.49
36.568,-93.498,287.76
36.574,-92.654,213.27
36.574,-78.434,106.17
36.575,-94.783,247.53
36.577,-78.551,94.56
36.579,-121.755,231.59
36.582,-76.153,2.41
36.583,-93.309,293.01
36.584,-93.837,316.39
36.587,-85.344,211.27
36.59,-121.861,43.58
36.591,-84.142,291.31
36.594,-93.44,288.24
36.595,-121.862,25.01
36.595,-118.108,1350.14
36.595,-78.311,100.77
36.598,-93.555,305.83
36.6,-121.911,116.82
36.602,-83.631,396.38
36.604,-85.3,198.29
36.606,-93.472,282.41
36.607,-117.147,-1.99
36.608,-94.447,260.56
36.612,-88.141,113.4
36.618,-93.568,306.22
36.619,-87.878,147.22
36.626,-94.904,229.52
36.628,-78.53,107.49
36.629,-84.727,314.52
36.632,-93.346,315.03
36.635,-93.217,212.91
36.641,-93.047,216.51
36.643,-92.225,182.94
36.647,-96.392,283.15
36.654,-85.284,294.43
36.655,-78.442,95.01
36.656,-87.455,167.3
36.662,-78.631,105.15
36.669,-90.868,139.19
36.669,-88.05,121.31
36.67,-88.049,120.39
36.672,-93.46,305.36
36.675,-90.887,109.23
36.677,-84.519,378.16
36.679,-93.101,213.84
36.681,-88.052,131.06
36.684,-93.103,206.21
36.699,-78.668,113.62
36.705,-96.934,311.39
36.709,-99.903,645.99
36.713,-96.888,342.51
36.713,-88.074,110.33
36.722,-93.53,290.75
36.727,-97.02,309.08
36.73,-95.541,197.86
36.738,-96.185,237.18
36.742,-83.702,330.4
36.751,-98.158,345.59
36.751,-87.982,118.52
36.757,-98.348,358.52
36.757,-95.972,203.11
36.758,-92.154,211.06
36.762,-88.148,130.16
36.764,-84.547,223.28
36.766,-89.11,128.82
36.767,-96.808,319.82
36.768,-121.412,223.2
36.771,-84.403,370.39
36.772,-75.956,2.4
36.774,-88.108,109.73
36.775,-88.106,113.38
36.782,-96.924,319.23
36.792,-96.836,311.74
36.794,-91.329,161.94
36.795,-87.964,122.32
36.796,-76.026,5.15
36.798,-80.108,312.02
36.802,-94.756,251.37
36.803,-94.757,243.53
36.804,-80.059,356.73
36.811,-86.074,186.7
36.811,-80.036,313.08
36.822,-119.363,180.89
36.827,-85.169,225.87
36.829,-119.338,172.63
36.834,-80.076,318.91
36.84,-96.906,320.15
36.845,-84.329,352.23
36.848,-87.915,146.87
36.851,-80.1,336.86
36.851,-80.065,310.05
36.854,-86.062,187.87
36.855,-88.017,114
36.856,-88.126,123.02
36.857,-119.095,344.21
36.858,-119.111,331.59
36.861,-119.123,334.31
36.867,-119.32,337.65
36.87,-92.47,241.17
36.871,-94.356,347.31
36.871,-87.894,113.15
36.871,-85.131,223.03
36.879,-119.149,298.99
36.88,-85.148,177.09
36.881,-88.023,107.29
36.886,-86.128,189.11
36.889,-86.096,185.73
36.892,-93.1,409.34
36.893,-86.053,198.36
36.895,-86.132,149.35
36.897,-88.146,135.94
36.897,-79.883,397.38
36.899,-121.832,29.84
36.902,-92.106,265.5
36.902,-86.066,176.65
36.904,-119.291,292.62
36.907,-95.935,228.44
36.908,-88.204,114
36.909,-95.963,228.89
36.909,-93.079,409.79
36.909,-76.161,3.07
36.91,-85.062,257.52
36.918,-96.116,244.4
36.918,-76.052,2.42
36.92,-121.853,30.95
36.92,-90.287,140.95
36.92,-87.975,114.73
36.922,-88.154,120.09
36.924,-96.096,239.16
36.927,-76.007,2.55
36.93,-86.027,194.34
36.937,-90.278,128.31
36.937,-88.169,113.99
36.94,-84.217,360.05
36.942,-90.344,125.51
36.944,-90.275,133.64
36.944,-88.182,131.67
36.95,-121.767,36.08
36.951,-84.826,229.81
36.962,-88.048,115.51
36.962,-84.348,244.09
36.964,-90.302,116.07
36.965,-88.198,121
36.966,-84.835,269.86
36.972,-90.358,112.26
36.973,-121.998,12.37
36.974,-121.919,2.94
36.975,-119.733,94.89
36.975,-84.602,263.86
36.981,-90.604,121.87
36.982,-84.267,329
36.983,-121.937,24.41
36.987,-120.939,116.55
36.987,-89.147,95.28
36.988,-88.2,119.48
36.996,-88.21,124.04
37.001,-121.702,476.21
37.003,-91.017,140.79
37.004,-90.996,217.14
37.005,-88.023,133.79
37.012,-88.282,106.76
37.015,-76.301,0.98
37.016,-84.64,243.23
37.017,-90.299,109.48
37.018,-88.281,98.01
37.023,-94.72,238.71
37.023,-88.197,115.14
37.025,-119.682,181.27
37.029,-84.317,284.99
37.031,-122.041,197.02
37.031,-121.063,170.42
37.036,-95.595,217.72
37.036,-95.589,217.57
37.036,-95.078,240.7
37.041,-97.039,326.36
37.047,-95.084,246.1
37.053,-97.028,325.87
37.065,-121.029,73.61
37.068,-84.703,243.22
37.07,-90.427,115.3
37.073,-76.334,1.81
37.074,-87.04,172.27
37.076,-89.609,145.72
37.078,-121.528,243.13
37.079,-84.043,354.17
37.084,-121.062,82.48
37.085,-121.793,332.33
37.088,-94.55,313.98
37.09,-79.595,279.79
37.092,-76.431,8.58
37.098,-90.454,116.14
37.116,-88.834,122.14
37.118,-89.331,97.11
37.12,-83.779,262.13
37.123,-119.895,165.6
37.128,-96.184,256.8
37.129,-91.174,165.56
37.134,-90.768,142.57
37.138,-88.797,109.4
37.139,-87.668,186.26
37.14,-76.748,22.31
37.141,-83.43,289.25
37.143,-95.288,276.77
37.143,-90.772,170.02
37.145,-119.454,410.05
37.147,-91.448,206.71
37.147,-88.707,102.99
37.151,-90.812,218.05
37.152,-119.512,315.37
37.157,-82.407,430.63
37.161,-76.595,7.61
37.169,-122.221,312.06
37.173,-95.104,272.78
37.174,-75.975,8.84
37.175,-98.049,409.52
37.177,-95.104,246.89
37.181,-91.175,170.96
37.181,-90.79,164.33
37.181,-89.035,94.38
37.182,-91.175,170.96
37.184,-86.097,225.69
37.186,-84.177,307.55
37.187,-76.551,10.67
37.19,-91.276,177.07
37.202,-86.237,135.52
37.206,-78.272,153.02
37.214,-119.962,219.88
37.215,-85.267,261.23
