lat,lon,lookup_elevation_m
37.216,-97.52,373.08
37.217,-97.528,368.57
37.226,-79.952,444.97
37.23,-91.31,194.06
37.231,-83.003,320.64
37.232,-122.326,58.81
37.233,-82.375,440.76
37.237,-122.064,384.97
37.237,-82.948,323.1
37.238,-97.01,340.44
37.246,-85.322,259.81
37.247,-97.764,372.72
37.255,-90.505,126.29
37.256,-95.771,253.88
37.257,-95.849,246.73
37.262,-122.212,144.81
37.265,-76.873,3.15
37.27,-97.173,352.64
37.271,-83.367,255.12
37.272,-85.337,248.85
37.273,-95.456,278
37.274,-94.939,272.6
37.275,-97.163,350.93
37.277,-122.294,61.2
37.278,-98.575,447.57
37.28,-95.783,236.13
37.282,-89.847,123.79
37.282,-76.594,7.36
37.283,-91.406,205.34
37.284,-95.471,272.62
37.288,-85.301,241.66
37.288,-85.269,206.4
37.295,-86.204,192.09
37.296,-95.446,268.98
37.319,-86.234,198.9
37.319,-86.131,167.25
37.326,-90.768,184.3
37.332,-91.475,248.86
37.338,-95.247,264.81
37.344,-86.131,171.45
37.345,-83.47,218.84
37.346,-118.396,1263.31
37.346,-96.896,385.67
37.36,-120.959,19.8
37.364,-96.298,313.55
37.366,-77.572,90.19
37.375,-88.485,171.25
37.376,-91.562,242
37.383,-88.666,152.83
37.385,-84.331,284.99
37.385,-84.073,447.75
37.39,-91.265,344.77
37.396,-78.639,147.45
37.407,-95.35,284.01
37.409,-88.661,132.97
37.413,-77.446,36.86
37.416,-120.711,31.25
37.417,-95.675,244.73
37.42,-121.373,348.35
37.425,-94.715,279.76
37.432,-82.357,233.48
37.435,-89.485,134.33
37.438,-82.342,254.52
37.45,-90.54,207.76
37.454,-91.675,274.39
37.457,-81.882,310.15
37.459,-88.233,109.93
37.466,-122.445,12.37
37.466,-83.917,267.92
37.469,-88.156,125.34
37.476,-94.664,289.33
37.477,-91.007,245.36
37.482,-89.359,124.38
37.484,-94.282,284.31
37.515,-121.835,155.69
37.516,-89.422,122.62
37.52,-93.806,306.01
37.521,-95.798,283.68
37.523,-120.297,137.78
37.523,-88.656,195.54
37.53,-91.33,414.79
37.53,-80.82,453.93
37.531,-80.858,437.5
37.533,-94.574,259.72
37.533,-88.966,217.61
37.533,-78.274,85
37.539,-80.908,432.66
37.54,-93.78,287.01
37.541,-87.965,112.78
37.542,-88.641,206.17
37.542,-79.586,339.64
37.549,-90.849,259.93
37.555,-92.043,288.01
37.56,-90.44,221.31
37.567,-95.241,269.86
37.569,-86.499,186.58
37.57,-121.688,233.19
37.573,-80.876,461.42
37.574,-79.534,375.87
37.574,-79.339,243.27
37.577,-87.847,139.84
37.578,-93.692,275.47
37.578,-88.244,179.9
37.581,-88.884,169.63
37.587,-84.617,279.8
37.596,-93.787,294.36
37.597,-120.003,337.35
37.599,-93.666,302.8
37.603,-88.379,243.81
37.604,-89.194,193.28
37.607,-86.459,156.25
37.609,-120.276,274.92
37.61,-120.136,263.58
37.61,-120.008,342.77
37.614,-97.631,421.27
37.614,-81.744,389.35
37.615,-88.267,191.32
37.615,-87.856,148.18
37.617,-97.249,414
37.619,-86.504,162
37.621,-93.762,278.26
37.624,-86.454,164.58
37.624,-78.798,177.9
37.628,-121.529,183.49
37.63,-120.581,40.74
37.631,-86.436,159.73
37.639,-89.512,109.81
37.642,-120.288,285.92
37.644,-94.813,293.01
37.644,-89.162,179.91
37.644,-89.111,176.73
37.646,-96.069,281.61
37.646,-95.453,289.38
37.652,-96.097,301.46
37.659,-121.889,99.58
37.659,-120.659,67.79
37.66,-93.792,286.45
37.662,-96.105,295.13
37.664,-120.463,75.83
37.67,-96.077,297.9
37.671,-93.745,275.36
37.674,-93.781,282.89
37.685,-82.653,200.74
37.686,-89.413,106.5
37.693,-88.39,170.29
37.697,-95.675,280.25
37.697,-82.729,253.88
37.7,-121.183,12.52
37.7,-120.242,292.03
37.701,-120.408,264.01
37.703,-97.053,389.41
37.705,-120.433,265.59
37.707,-121.891,106.92
37.724,-97.832,436.2
37.724,-90.937,379.89
37.731,-79.368,282.73
37.738,-92.859,266.62
37.74,-89.12,124.72
37.753,-97.79,435.96
37.754,-95.943,284.58
37.759,-122.105,261.54
37.76,-92.06,231.82
37.772,-95.91,283.13
37.775,-95.942,285.75
37.776,-76.581,3.79
37.779,-89.383,121.96
37.78,-83.681,227.69
37.784,-83.633,377.95
37.788,-94.754,252.23
37.798,-79.61,428.9
37.799,-91.816,328.88
37.805,-85.451,203.77
37.806,-95.446,289.18
37.813,-91.169,244.9
37.814,-87.959,111.31
37.815,-94.752,245.58
37.825,-90.537,239.31
37.826,-92.203,237.04
37.826,-88.91,131.2
37.829,-94.723,241.92
37.83,-121.311,3.76
37.83,-120.342,280.48
37.832,-93.364,265.29
37.833,-96.786,416.27
37.833,-82.859,186.1
37.834,-90.241,265.65
37.834,-89.521,189.9
37.835,-95.799,314.83
37.838,-91.017,257.93
37.839,-120.049,443.2
37.841,-93.261,256
37.842,-96.822,394.6
37.843,-120.874,66.88
37.853,-81.072,362.25
37.854,-121.269,6.81
37.855,-81.071,364.76
37.864,-93.274,276.47
37.867,-95.746,324.78
37.874,-93.319,278.71
37.874,-87.552,150.88
37.88,-93.374,278.21
37.894,-93.538,302.41
37.894,-82.008,218.96
37.897,-79.802,418.96
37.9,-84.267,173.43
37.901,-93.324,235.52
37.901,-93.312,259.29
37.904,-86.026,161.04
37.905,-86.791,152.64
37.931,-91.062,308.26
37.937,-81.065,341.26
37.944,-87.64,113.12
37.952,-86.589,227.78
37.969,-89.909,170.11
37.972,-89.805,153.96
37.978,-120.52,319.88
37.978,-120.505,354.85
37.979,-90.547,235.56
37.981,-86.508,117.78
37.981,-82.387,365.31
37.982,-120.516,333.01
37.984,-89.226,130.99
37.985,-120.535,319.88
37.986,-120.507,374.53
37.999,-85.94,120.43
38.002,-122.48,84.76
38.004,-120.538,319.88
38.005,-89.425,130.64
38.009,-120.541,356.4
38.011,-121.821,6.62
38.011,-75.847,1.01
38.024,-122.739,125.63
38.034,-85.23,234.74
38.035,-88.936,134.63
38.046,-83.586,233.64
38.048,-83.395,220.07
38.052,-93.698,226.11
38.055,-97.204,436.86
38.056,-88.401,140.67
38.059,-89.006,134.31
38.059,-87.255,136.46
38.059,-83.464,224.39
38.062,-86.661,174.05
38.062,-83.38,220.07
38.063,-76.331,0.48
38.064,-91.23,235.75
38.068,-89.007,134.54
38.069,-89.001,131.37
38.07,-86.019,229.54
38.07,-82.299,206.37
38.071,-83.484,230.52
38.077,-92.573,229.91
38.078,-97.583,429.5
38.078,-88.931,130.72
38.086,-90.686,201.7
38.089,-82.684,257.85
38.09,-87.944,151.36
38.091,-92.608,234.02
38.091,-77.334,66.19
38.092,-87.56,130.33
38.093,-95.638,308
38.096,-94.354,242.44
38.096,-83.491,233.32
38.1,-88.194,123
38.101,-96.149,356.53
38.104,-86.996,140.42
38.111,-121.694,5.37
38.111,-88.934,128.08
38.115,-77.824,108.87
38.126,-121.489,-2.3
38.128,-75.491,2.08
38.134,-86.643,177.36
38.134,-75.439,6.06
38.136,-93.614,253.46
38.141,-84.514,266.42
38.149,-121.694,6.05
38.165,-76.868,46.44
38.177,-120.798,221.21
38.181,-120.79,220.86
38.186,-93.377,238.72
38.189,-95.736,311.94
38.192,-95.736,306.98
38.193,-87.329,137.56
38.196,-86.29,239.9
38.198,-75.156,1.25
38.199,-86.604,215.69
38.203,-83.012,207.6
38.207,-91.102,185.2
38.208,-75.162,1.11
38.211,-85.145,243.36
38.212,-93.507,250.16
38.212,-83.015,207.26
38.219,-95.799,320.38
38.229,-75.144,0.38
38.23,-91.816,183.72
38.231,-85.221,221.16
38.239,-95.756,311.52
38.247,-122.783,30.95
38.247,-81.659,307.47
38.248,-95.756,323.62
38.249,-93.6,223.55
38.25,-95.754,329.95
38.25,-87.986,121.18
38.254,-95.759,320
38.256,-95.763,318.49
38.257,-86.783,148.3
38.262,-93.42,236.34
38.268,-95.248,313.6
38.271,-121.954,22.2
38.271,-95.796,319.37
38.273,-93.474,239.39
38.275,-95.786,319.83
38.276,-122.246,58.49
38.28,-89.363,153.4
38.281,-93.449,257.77
38.289,-76.384,0.83
38.292,-95.24,314.52
38.293,-93.732,220.37
38.296,-122.278,4.91
38.298,-93.401,221.32
38.308,-82.345,185.46
38.315,-123.042,1.18
38.316,-86.477,150.6
38.317,-96.993,410.58
38.317,-86.885,174.49
38.323,-123.055,1.07
38.332,-121.094,79.02
38.34,-76.467,5.96
38.341,-123.054,26.53
38.352,-79.088,413.72
38.36,-93.544,223.37
38.36,-87.157,161.91
38.363,-97.108,412.79
38.369,-96.534,361.01
38.369,-94.667,260.38
38.372,-83.118,317.9
38.381,-97.075,419.8
38.387,-97.149,412.43
38.388,-83.616,246.28
38.389,-81.826,172.69
38.391,-97.086,416.17
38.392,-93.325,292.92
38.393,-91.821,173.96
38.4,-123.094,11.33
38.4,-86.658,220.46
38.41,-86.097,243.88
38.42,-90.818,153.89
38.425,-122.699,52.44
38.43,-92.855,302.3
38.43,-83.994,220.72
38.435,-85.279,248.32
38.442,-122.539,180.01
38.448,-122.653,90.69
38.449,-85.646,187.33
38.46,-85.865,161.77
38.476,-97.472,448.39
38.484,-95.866,327.99
38.485,-86.564,203.57
38.486,-87.255,150.49
38.487,-82.89,262.66
38.493,-122.029,43.16
38.493,-95.751,330.03
38.498,-94.959,263.09
38.499,-84.876,217.6
38.501,-95.719,325.5
38.505,-95.789,328.27
38.508,-123.228,68.24
38.509,-122.201,143.03
38.511,-94.673,301.82
38.514,-98.783,559.65
38.515,-95.707,298.87
38.522,-122.213,146.95
38.525,-99.311,626.17
38.525,-77.459,87.9
38.528,-94.994,270.01
38.529,-93.511,261.02
38.53,-75.476,11.18
38.536,-95.747,327.66
38.543,-88.591,146.64
38.546,-122.535,190.92
38.546,-85.939,264.83
38.548,-123.296,12.09
38.549,-87.041,150.01
38.551,-89.841,131.62
38.554,-77.181,4.28
38.565,-97.673,401.8
38.566,-123.011,382.24
38.569,-123.324,84.33
38.58,-90.835,160.38
38.583,-122.586,110.97
38.59,-92.304,198.34
38.595,-121.434,8.38
38.596,-94.846,277.18
38.599,-122.267,141.17
38.6,-77.417,112.04
38.603,-77.352,81.11
38.604,-97.975,460.98
38.606,-75.066,0.86
38.607,-97.962,457
38.612,-82.618,233
38.615,-82.634,257.79
38.618,-90.689,213.8
38.618,-76.514,0.45
38.619,-82.636,239.97
38.625,-122.288,137.29
38.632,-89.361,139.68
38.633,-98.005,453.87
38.635,-80.575,286.3
38.642,-83.731,154.43
38.643,-95.561,301.74
38.645,-75.6,4.02
38.647,-76.818,61.56
38.654,-95.581,312.45
38.656,-97.005,416.33
38.657,-89.261,138.85
38.66,-95.552,304.15
38.663,-89.327,138.74
38.665,-94.888,308.46
38.665,-88.538,149.06
38.667,-121.765,19.33
38.667,-85.144,147.52
38.667,-80.678,408.05
38.669,-87.041,156.82
38.671,-77.175,38.41
38.673,-95.582,313.55
38.675,-95.678,315.77
38.676,-95.568,316.19
38.678,-80.547,302.3
38.681,-96.517,388.6
38.681,-91.773,161.01
38.683,-87.539,124.89
38.685,-96.525,393.91
38.687,-96.493,403.19
38.693,-96.536,397.66
38.693,-95.609,304.39
38.695,-89.236,140.02
38.696,-96.496,393.38
38.697,-86.722,222.73
38.697,-77.145,38.14
38.698,-87.517,125.8
38.699,-91.44,152.35
38.699,-90.066,127.84
38.702,-96.502,390.48
38.706,-84.621,260.87
38.709,-96.503,396.78
38.719,-121.172,143.29
38.72,-88.763,165.82
38.721,-84.278,223.52
38.724,-87.508,143.01
38.725,-86.041,175.43
38.727,-123.072,415.36
38.727,-83.181,235.76
38.73,-87.836,159.42
38.731,-78.518,384.54
38.732,-85.365,134.03
38.733,-86.412,205.85
38.736,-86.928,165.13
38.737,-76.912,57.57
38.742,-82.04,249.57
38.745,-85.064,137.96
38.748,-82.875,160.95
38.753,-93.577,229.08
38.756,-123.516,37.76
38.759,-121.295,50.76
38.759,-92.144,237.59
38.76,-85.418,256.47
38.76,-77.302,99.49
38.777,-85.702,199.9
38.78,-75.117,0.88
38.784,-80.562,299.08
38.785,-92.126,230.71
38.785,-76.882,81.76
38.789,-121.075,245
38.799,-84.64,232.26
38.801,-77.476,47.48
38.804,-123.024,109.29
38.809,-122.375,331.86
38.817,-86.077,167.41
38.838,-95.374,303.04
38.844,-82.24,175.03
38.845,-80.623,239.97
38.855,-78.307,195.75
38.86,-86.021,205.7
38.865,-75.837,4.53
38.866,-97.613,371.9
38.867,-78.444,406.15
38.869,-81.098,327.26
38.872,-92.916,257.7
38.877,-86.821,183.53
38.882,-80.862,263.57
38.889,-84.748,149.29
38.89,-79.238,369.99
38.891,-95.376,304.89
38.894,-96.854,371.54
38.904,-94.453,284.98
38.904,-82.596,228.6
38.909,-91.576,237.14
38.912,-95.376,280.77
38.913,-95.389,287.96
38.916,-122.319,196.54
38.925,-78.331,231.19
38.926,-95.436,310.06
38.942,-95.354,300.27
38.942,-80.498,344.7
38.952,-94.334,284.52
38.963,-77.321,98.18
38.964,-120.933,222.03
38.969,-98.488,454.08
38.977,-90.542,193.05
38.979,-75.534,13.6
38.981,-123.699,19.38
38.981,-75.932,13.21
38.99,-85.616,210.77
38.99,-76.472,18.24
38.994,-87.244,156.36
38.996,-76.895,38.17
38.997,-87.742,166.05
39.003,-87.899,152.3
39.004,-95.624,299.95
39.004,-87.902,149.21
39.005,-94.351,263.85
39.008,-122.814,409.38
39.01,-92.751,182.99
39.013,-86.431,236.7
39.016,-88.122,159.34
39.017,-87.241,151.92
39.024,-84.318,151.05
39.031,-90.916,185.21
39.05,-84.105,265.94
39.054,-87.142,166.49
39.06,-96.939,368.07
39.063,-92.946,217.07
39.077,-92.33,223.79
39.078,-85.229,293.76
39.083,-86.439,170.72
39.084,-123.485,48.66
39.085,-96.936,352.68
39.095,-76.731,44.26
39.101,-120.924,356.27
39.101,-96.9,372.79
39.102,-81.788,205.64
39.104,-87.394,157.6
39.105,-97.558,407.36
39.11,-95.42,259.69
39.114,-75.457,7.33
39.116,-78.499,423.46
39.119,-97.711,380.93
39.122,-95.454,279.24
39.13,-121.385,45.68
39.143,-96.937,359.12
39.144,-95.485,304.36
39.145,-95.432,307.66
39.145,-82.514,208.71
39.152,-96.901,363.59
39.153,-91.896,249
39.159,-89.125,191.85
39.159,-83.221,231.38
39.163,-123.206,188.56
39.165,-87.232,176.65
39.171,-123.665,7.87
39.177,-86.271,261.96
39.179,-89.471,190.23
39.186,-86.339,187.24
39.188,-83.531,271.18
39.19,-96.073,287.93
39.19,-95.442,282.83
39.195,-89.612,210.82
39.205,-122.018,16.74
39.206,-123.184,258.52
39.208,-97.014,356.97
39.211,-89.976,163.2
39.214,-96.972,353.19
39.214,-84.082,272.16
39.217,-95.812,319.22
39.218,-122.015,13.55
39.219,-92.848,188.46
39.223,-81.11,248.05
39.225,-95.443,275.5
39.23,-123.166,246.48
39.23,-82.956,224.37
39.235,-123.178,232.64
39.242,-82.191,228.17
39.243,-74.849,9.96
39.244,-76.745,92.61
39.247,-77.291,198.99
39.248,-81.307,232.92
39.253,-122.95,458.24
39.254,-84.762,163.81
39.256,-96.589,313.19
39.259,-84.506,208.02
39.261,-84.506,210.95
39.262,-80.017,366.18
39.263,-93.267,201.64
39.263,-86.412,197.62
39.27,-83.38,277.42
39.276,-121.632,22
39.279,-123.787,51.85
39.279,-96.633,370.98
39.283,-86.726,226.52
39.285,-87.469,169.41
39.286,-122.576,451.47
39.295,-76.787,126.08
39.299,-90.609,131.54
39.3,-85.973,192.39
39.306,-90.408,184.3
39.307,-77.613,70.25
39.308,-96.653,351.36
39.316,-86.844,181.27
39.317,-88.689,189.73
39.318,-80.028,305.54
39.327,-82.35,258.11
39.331,-123.779,31.3
39.332,-94.911,234.29
39.334,-87.372,176.43
39.335,-86.422,284.65
39.339,-87.719,177.91
39.346,-88.471,196.79
39.349,-122.52,367.11
39.349,-82.032,221.15
39.355,-86.027,217.48
39.359,-88.47,195.3
39.361,-85.969,201.04
39.365,-93.485,216.07
39.37,-84.808,221.59
39.37,-74.558,6.71
39.375,-86.372,218.23
39.379,-97.137,364.71
39.379,-82.936,297.69
39.38,-86.043,225.54
39.383,-82.746,240.47
39.389,-83.883,313.67
39.391,-94.516,278.39
39.394,-94.871,281.37
39.396,-94.56,247.66
39.397,-96.408,359.2
39.399,-86.85,261.98
39.4,-94.258,276.86
39.403,-88.135,222.33
39.405,-85.019,202.6
39.408,-76.28,3.67
39.412,-94.521,278.75
39.416,-92.8,217.85
39.422,-92.467,263.03
39.424,-80.851,244.72
39.426,-90.867,138.1
39.429,-96.622,421.2
39.429,-93.134,227.68
39.433,-82.538,313.05
39.434,-88.76,199.16
39.435,-81.359,185.8
39.436,-84.998,207.88
39.438,-92.939,210.3
39.444,-81.152,187.55
39.445,-88.773,198.66
39.448,-87.813,199.67
39.452,-88.759,201.8
39.455,-98.114,415.83
39.455,-88.739,201.02
39.456,-93.525,260.93
39.457,-95.779,336.53
39.457,-88.373,222.86
39.459,-77.492,355.38
39.473,-93.328,230.9
39.477,-88.687,198.08
39.48,-75.985,41.23
39.485,-76.159,19.41
39.487,-86.875,257.17
39.488,-91.79,203.02
39.488,-84.973,287.24
39.49,-87.323,172.37
39.493,-123.794,12.16
39.493,-80.636,277.26
39.501,-88.71,200.39
39.503,-98.325,447.67
39.508,-78.155,347.47
39.509,-75.139,22.25
39.515,-91.667,203.98
39.525,-89.262,184.96
39.529,-121.447,289.86
39.533,-121.459,287.12
39.535,-95.151,283.58
39.535,-91.732,216.76
39.535,-88.626,196.07
39.536,-91.648,213.78
39.536,-77.617,275.42
39.538,-82.035,271.24
39.539,-95.053,239.78
39.539,-83.974,287.89
39.544,-82.061,210.06
39.546,-97.657,443.16
39.548,-75.718,23.83
39.551,-91.161,139.08
39.554,-88.614,187.51
39.564,-78.718,169.96
39.567,-97.288,388.43
39.581,-85.002,232.75
39.582,-77.436,160.73
39.592,-122.525,265.42
39.595,-84.765,298.41
39.6,-90.012,201.19
39.604,-78.008,118.24
39.606,-84.013,228.89
39.608,-81.122,210.76
39.608,-77.969,115.76
39.612,-84.942,307
39.612,-76.165,75.76
39.619,-77.466,324.91
39.624,-92.617,225.01
39.624,-74.434,5.96
39.625,-78.385,133.46
39.632,-95.174,271.32
39.632,-81.191,236.52
39.634,-87.695,203.31
39.638,-95.451,331.54
39.639,-82.873,274.69
39.64,-98.044,440.22
39.644,-90.761,195.11
39.646,-84.056,235.5
39.652,-83.246,268.7
39.653,-77.488,402.71
39.655,-89.488,179.76
39.657,-78.457,312.45
39.659,-88.023,199.11
39.661,-94.213,300.05
39.671,-95.515,320.97
39.677,-121.567,285.54
39.68,-123.791,15.77
39.683,-96.666,342.51
39.69,-84.03,239.33
39.69,-74.547,7.86
39.693,-96.744,353.6
39.696,-78.651,374.37
39.697,-88.038,198.34
39.699,-81.731,301.19
39.703,-96.152,390.52
39.707,-81.725,290.71
39.711,-88.477,199.92
39.718,-121.946,40.34
39.721,-92.464,265.24
39.721,-92.041,219.77
39.721,-81.671,229.97
39.726,-120.98,1545.98
39.726,-80.116,360.78
39.728,-81.707,272.04
39.732,-81.675,242.56
39.734,-87.075,225.34
39.737,-81.733,261.64
39.743,-74.734,15.24
39.746,-94.04,282.33
39.762,-93.063,239.55
39.762,-81.049,364.21
39.764,-83.902,254.37
39.772,-122.353,157.86
39.781,-97.893,456.78
39.782,-87.218,212.33
39.783,-76.908,215.42
39.784,-93.225,209.6
39.787,-98.215,527.24
39.789,-83.869,312.17
39.79,-81.54,271.76
39.804,-79.367,404.25
39.809,-97.054,396.88
39.811,-122.362,147.94
39.821,-81.854,242.96
39.836,-84.053,246.33
39.837,-123.844,10.11
39.839,-96.647,349.74
39.85,-76.279,166.01
39.857,-89.617,178.13
39.866,-88.881,188.38
39.869,-92.518,253.85
39.872,-74.522,37.97
39.877,-76.383,70.58
39.878,-123.728,275.31
39.882,-87.202,189.21
39.889,-80.44,401.34
39.891,-87.079,227.72
39.896,-90.955,210
39.898,-76.345,84.58
39.903,-95.902,373.45
39.904,-85.438,322.98
39.907,-81.418,266.69
39.908,-94.692,266.77
39.908,-77.477,290.9
39.915,-89.839,184.01
39.916,-81.425,258.27
39.918,-122.092,52.55
39.93,-81.429,261.22
39.931,-87.076,244.77
39.944,-87.458,154.93
39.946,-83.729,321.89
39.947,-95.781,351.69
39.981,-89.845,183.49
39.996,-90.074,183.49
39.999,-77.921,375.18
40.001,-74.552,29.69
40.009,-91.972,221.97
40.01,-87.564,204.03
40.011,-74.611,39.45
40.014,-91.518,149.26
40.016,-97.62,500.22
40.018,-123.793,165.15
40.026,-85.303,327.83
40.028,-76.297,72.3
40.029,-82.103,262.56
40.03,-75.84,183.87
40.031,-88.781,209.95
40.036,-77.276,247.64
40.044,-82.801,314.2
40.045,-81.979,217.31
40.047,-96.1,340.85
40.047,-81.031,375.71
40.051,-78.624,378.31
40.054,-76.91,166.81
40.057,-96.693,404.31
40.061,-123.785,120.99
40.068,-97.309,435.53
40.07,-95.613,293.67
40.082,-81.46,266.8
40.083,-90.553,168.81
40.086,-95.342,261.61
40.09,-93.671,272.01
40.106,-85.616,276.93
40.11,-96.935,413.63
40.112,-97.059,405.51
40.112,-91.479,147.5
40.117,-88.924,219.33
40.124,-85.969,232.8
40.13,-97.206,401.4
40.138,-91.516,148.24
40.139,-96.656,374.21
40.139,-87.753,173.16
40.139,-85.28,303.95
40.146,-95.725,283.59
40.156,-122.204,78.36
40.159,-95.946,300.6
40.162,-74.131,19.69
40.163,-97.583,443.75
40.163,-88.788,221.81
40.166,-75.723,113.98
40.167,-81.23,297.38
40.168,-96.303,402.77
40.181,-83.949,326.81
40.185,-92.643,258.98
40.19,-121.105,1386.19
40.195,-90.204,140.59
40.196,-75.797,162.51
40.197,-74.298,39.65
40.226,-123.647,78.69
40.228,-96.581,419.9
40.232,-97.332,421.75
40.233,-90.898,176.79
40.237,-82.987,283.09
40.242,-81.225,275.41
40.244,-124.123,98.65
40.244,-97.152,436.82
40.254,-96.74,376.15
40.254,-95.569,343.13
40.259,-96.985,415.02
40.264,-74.157,39.82
40.269,-124.23,56.53
40.273,-77.58,275.06
40.274,-96.769,381.41
40.276,-123.867,132.95
40.283,-77.413,264.96
40.284,-88.15,222.52
40.286,-80.776,323.57
40.289,-124.356,10.93
40.291,-81.872,239.93
40.294,-78.899,409.33
40.301,-90.066,137.92
40.309,-123.909,56.66
40.311,-78.129,293.18
40.318,-81.186,296.85
40.328,-80.99,347.69
40.334,-80.764,355.12
40.341,-123.4,824.5
40.353,-124.009,106.2
40.355,-91.446,148.08
40.357,-76.409,171.13
40.358,-84.357,291.15
40.359,-95.645,272.04
40.362,-94.775,337.64
40.372,-79.383,328.85
40.374,-78.076,269.78
40.379,-83.071,288.49
40.388,-78.05,264.01
40.391,-91.38,154.15
40.392,-91.378,153.36
40.393,-94.086,287.7
40.402,-95.847,282.1
40.405,-87.076,203.3
40.41,-75.038,23.44
40.411,-89.866,150.52
40.413,-97.587,492.53
40.413,-88.728,261.44
40.425,-91.152,200.88
40.441,-79.434,294.46
40.441,-75.079,116.46
40.446,-74.266,8.85
40.45,-73.991,1.21
40.451,-96.2,347.43
40.453,-90.801,211.44
40.454,-77.19,151.17
40.457,-88.373,225.24
40.461,-96.374,364.19
40.463,-90.077,183.18
40.465,-81.185,306.15
40.468,-80.806,340.66
40.473,-96.963,402.95
40.474,-89.847,152.4
40.476,-90.67,205.69
40.476,-75.267,153.34
40.478,-89.948,136.58
40.48,-93.009,325.5
40.481,-78.287,276.48
40.487,-123.904,126.12
40.489,-123.978,74.27
40.503,-86.832,173.52
40.506,-82.586,347.57
40.506,-75.068,36.73
40.507,-80.428,328.05
40.511,-81.142,303.06
40.519,-83.9,313.32
40.542,-81.266,287.43
40.542,-80.578,292.68
40.544,-91.384,180.31
40.546,-84.437,267.12
40.546,-82.809,360.79
40.561,-89.975,164.72
40.581,-96.848,409.1
40.582,-73.889,3.56
40.587,-124.265,7.67
40.588,-93.754,329.43
40.588,-91.706,200.81
40.593,-86.679,165.9
40.602,-93.513,329.74
40.604,-96.644,390.24
40.605,-74.059,29.97
40.608,-86.404,208.28
40.609,-94.964,306.18
40.61,-82.257,284.04
40.615,-91.677,199.9
40.618,-122.576,377.07
40.623,-83.631,299.63
40.625,-96.795,409.92
40.626,-103.246,1212.9
40.629,-94.497,339.37
40.631,-96.971,412.23
40.631,-96.574,399.35
40.633,-91.752,182.04
40.642,-91.489,197.68
40.642,-89.03,228.6
40.646,-92.076,238.2
40.646,-77.762,306.64
40.649,-82.343,331.43
40.65,-82.397,339.81
40.653,-93.845,311.19
40.655,-96.185,316.94
40.658,-95.23,303.06
40.663,-74.939,95.63
40.665,-123.497,371.31
40.668,-123.502,380.67
40.67,-93.12,318.31
40.674,-78.559,448.12
40.681,-96.506,393.42
40.681,-95.682,366.29
40.683,-91.994,225.03
40.687,-87.417,239.63
40.691,-95.853,316.47
40.692,-86.573,167.35
40.696,-74.887,228.37
40.703,-85.94,230.94
40.708,-93.398,318.77
40.709,-91.981,226.36
40.711,-94.198,345.86
40.711,-89.537,137.48
40.711,-79.511,294.71
40.712,-82.118,347.22
40.713,-122.433,189.48
40.713,-94.684,366.92
40.714,-91.436,216.08
40.715,-92.886,301.45
40.723,-77.476,266.04
40.724,-91.236,190.5
40.725,-91.852,170.51
40.725,-85.123,250.92
40.728,-122.228,344.1
40.73,-122.23,329.47
40.73,-94.829,349.53
40.73,-80.613,247.94
40.737,-94.24,344.87
40.738,-123.252,369.25
40.739,-123.203,442.29
40.744,-95.222,329.38
40.745,-85.582,249.17
40.748,-123.062,439.24
40.75,-92.393,261.07
40.751,-93.335,323.69
40.754,-84.056,266.35
40.755,-91.258,166.01
40.757,-91.27,171.26
40.759,-92.446,256.11
40.761,-94.985,330.73
40.762,-73.449,46.3
40.765,-122.119,325.46
40.767,-123.13,413.76
40.767,-82.374,314.46
40.768,-93.778,321.68
40.768,-91.968,176.66
40.768,-85.629,241.38
40.769,-124.218,3.04
40.77,-96.85,381.13
40.771,-72.738,0.48
40.772,-91.29,167.23
40.777,-97.277,444.98
40.78,-124.129,46.13
40.784,-123.343,335.03
40.785,-76.12,385.34
40.79,-91.362,170.28
40.791,-85.824,202.27
40.792,-94.339,343.86
40.8,-122.319,334.55
40.802,-92.479,270.2
40.803,-72.89,2.31
40.805,-80.875,353.08
40.816,-92.589,244.56
40.818,-94.349,357.55
40.822,-77.468,389.72
40.824,-91.383,212.36
40.824,-89.797,203.15
40.825,-73.222,9.72
40.826,-122.254,329.87
40.827,-92.906,284.72
40.828,-123.482,381.66
40.828,-91.437,167.38
40.833,-77.419,311.81
40.84,-94.545,378.7
40.842,-72.472,5.07
40.843,-122.352,331.55
40.843,-95.355,328.07
40.843,-85.436,243.6
40.846,-75.801,322.96
40.848,-122.405,332.57
40.849,-122.345,352.79
40.849,-92.981,292.03
40.85,-122.352,357.24
40.85,-92.869,297.03
40.85,-90.982,169.61
40.851,-96.863,396.49
40.854,-96.605,351.7
40.857,-123.492,281.08
40.858,-92.888,297.59
40.861,-92.928,289.96
40.863,-93.499,336.3
40.866,-122.249,342.08
40.87,-72.943,24.83
40.871,-96.148,331.31
40.872,-122.388,325.44
40.872,-74.81,195.23
40.876,-93.012,279.67
40.877,-93.504,327.89
40.878,-89.437,141.9
40.886,-122.381,331.24
40.888,-122.368,335.41
40.888,-91.8,219.87
40.888,-72.555,5.8
40.889,-122.224,327.57
40.892,-88.665,192.11
40.893,-85.471,225.08
40.901,-97.096,438.12
40.903,-79.225,350.17
40.914,-91.81,220.13
40.916,-122.242,325.38
40.917,-74.915,288.03
40.927,-122.247,328.64
40.927,-72.629,5.24
